id,title,date,location,establishment_type,casualties,property_loss,cause,description,control_extinguishment,suppression_mitigation,evacuation_rescue,source_type,hazard_category
131,"NLC India Ltd Thermal Power Station-II, Unit 5 — Neyveli",1 Jul 2020,"Neyveli, Cuddalore district, Tamil Nadu",Industrial,13 killed | 10 injured,Not documented in this source,"NLC India Ltd Thermal Power Station-II, Unit 5 - boiler explosion during maintenance check; ageing units overdue for maintenance","NLC India Ltd Thermal Power Station-II, Unit 5 - boiler explosion during maintenance check; ageing units overdue for maintenance","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
132,"Oil India Limited Baghjan oilfield, Well No.5 — Baghjan",9 Jun 2020,"Baghjan, Tinsukia district, Assam",Industrial,2 killed,Not documented in this source,"Oil India Limited Baghjan oilfield, Well No.5 - gas blowout during well-servicing operations caught fire, burned for months","Oil India Limited Baghjan oilfield, Well No.5 - gas blowout during well-servicing operations caught fire, burned for months","This was an exceptionally prolonged incident: the well blew out on 27 May 2020, caught fire on 9 June, and was not fully extinguished until 15 November — 172 days later. Control required international expertise: a team from Singapore-based Alert Disaster Control, alongside US and Canadian specialists, and a specialized 'snubbing unit' imported from Canada, since domestic capability could not handle a blowout at this depth (the well was ~3.5 km deep). Two OIL firefighters died in initial dousing attempts, and three additional foreign experts were injured in a subsequent explosion months later during capping operations.","The technical solution required a multi-stage engineering process rather than conventional firefighting: placing a Blow-Out Preventer (BOP) stack over the wellhead, continuously cooling it with water spray, then injecting 'kill fluid' (specialized heavy mud/brine) down the 3.5km well to push gas back into the reservoir before the fire could finally be extinguished — a process that itself took 24-36 hours once the BOP was successfully installed. This demonstrates that well-blowout fires are fundamentally an engineering/drilling problem, not a firefighting problem — normal fire suppression tools are irrelevant until the source pressure itself is controlled at depth.","Nearly 2,000 residents living near the well were evacuated to relief camps within the first days of the blowout (before the fire even started), and this evacuation zone was later expanded to a 1.5 km radius once the fire ignited. This early, precautionary, pre-fire evacuation based on gas leak alone (rather than waiting for ignition) is the key transferable lesson: for any hydrocarbon well/pipeline leak, evacuation should begin at the leak-detection stage, not after fire starts, since ignition timing is unpredictable and the population needs lead time to relocate before a explosion/fire event.",domestic_india_nissmat,structural_fire
133,"Yashashvi Rasayan Pvt Ltd chemical plant, Dahej industrial estate — Dahej",3 Jun 2020,"Dahej, Bharuch district, Gujarat",Industrial,10 killed | 65 injured,Not documented in this source,"Yashashvi Rasayan Pvt Ltd chemical plant, Dahej industrial estate - explosion in chemical storage tank followed by major fire","Yashashvi Rasayan Pvt Ltd chemical plant, Dahej industrial estate - explosion in chemical storage tank followed by major fire","11 fire units took approximately six hours to bring the massive blaze under control after the explosion. The impact was severe enough to be heard from 3 km away and damaged a second plant within the same factory complex, plus injured two contractual workers at an adjacent company's effluent treatment plant from flying debris — showing blast/fire effects extending well beyond the originating facility's own property line.","This is a critical mitigation-failure case study: on June 2 (the day before the explosion), concentrated nitric acid was MISTAKENLY unloaded into a tank meant for dimethyl sulphate (DMS) — a serious chemical-compatibility error. Rather than immediately isolating and safely disposing of the contaminated tank, plant management's chosen 'fix' was to spray water over the tank's exterior surface overnight to control rising temperature, then attempt to dispose of the material only the next morning — by which point pressure had already built up in the tank's vent line, causing the explosion. This demonstrates that surface cooling is not a substitute for addressing a known hazardous chemical mixing error at its source; deferred, improvised, overnight fixes to a confirmed chemical incompatibility are a severe mitigation failure.","Administration proactively evacuated approximately 4,800 residents from two nearby villages (Lakhi and Luvara) specifically due to the release of poisonous chemicals in the smoke, not just fire risk — showing that industrial chemical fires require evaluating airborne toxic exposure risk for surrounding communities as a distinct evacuation trigger, separate from the immediate blast/fire zone around the facility itself.",domestic_india_nissmat,structural_fire
134,"NLC India Ltd Thermal Power Station-II, Unit 6 — Neyveli",7 May 2020,"Neyveli, Cuddalore district, Tamil Nadu",Industrial,5 killed | 3 injured,Not documented in this source,"NLC India Ltd Thermal Power Station-II, Unit 6 - boiler explosion; ageing equipment and poor maintenance alleged","NLC India Ltd Thermal Power Station-II, Unit 6 - boiler explosion; ageing equipment and poor maintenance alleged","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
135,Nandan Denim garment/denim factory — Ahmedabad,8 Feb 2020,"Ahmedabad, Gujarat",Industrial,7 killed,Not documented in this source,"Nandan Denim garment/denim factory - cause not officially disclosed, fire started in shirt department; factory had single door reached by ladder","Nandan Denim garment/denim factory - cause not officially disclosed, fire started in shirt department; factory had single door reached by ladder","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
136,Battery factory/godown in Peera Garhi — Delhi,2 Jan 2020,"Delhi (Peeragarhi), Delhi",Industrial,1 killed | 14 injured,Not documented in this source,Battery factory/godown in Peera Garhi - fire triggered explosion and building collapse while firefighting was underway,Battery factory/godown in Peera Garhi - fire triggered explosion and building collapse while firefighting was underway,"Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.","Not documented in this source. The NISSMAT registry records incident facts, cause, and casualty figures but not the operational suppression/mitigation/evacuation actions taken during response.",domestic_india_nissmat,structural_fire
137,Miryang Sejong Hospital Fire (South Korea),26 January 2018,"Miryang, South Gyeongsang, South Korea",General hospital + adjacent nursing hospital (193 beds + 98 elderly-care beds),41 killed | 153 injured,Not documented in available sources,"Fire started in the first-floor emergency room; exact ignition source undetermined at time of reporting. Hospital was not legally required to have sprinklers based on its floor area; the adjacent nursing hospital's sprinkler installation (mandated after a 2017 law change) was still pending, planned for 30 June that year.","Fire broke out around 7:35 a.m. in the ER and spread through the building's central staircase. Thick smoke was the primary killer — most victims died of suffocation, with only one death attributed to burns. Most fatalities were elderly patients in the second-floor ICU for respiratory illness, and several hospital staff. The blaze took about 3 hours to fully extinguish.","Fire brigade contained and extinguished the fire within roughly 3 hours; smoke, rather than open flame, was the dominant hazard fire crews had to manage throughout.","Hospital lacked fire sprinklers (not legally mandated for its size); this absence is cited as a major factor in the fast smoke spread. No secondary explosion or chemical hazard was involved, keeping mitigation focused purely on smoke control and ventilation.","Critical split in outcome: all 94 elderly patients in the adjacent nursing-hospital wing were evacuated safely, some carried out on firefighters' backs — a full-evacuation success. In contrast, the main hospital's ICU/ER wing (where most patients had limited mobility) suffered the bulk of the deaths; 111 surviving patients and staff were transferred to six nearby hospitals.",international_reference,structural_fire
138,Baghdad Ibn al-Khatib Hospital Fire (Iraq),24-25 April 2021,"Baghdad, Iraq",COVID-19 intensive care hospital,92 killed | 110 injured,Not documented in available sources,"Explosion of an oxygen cylinder in the ICU, reportedly caused by a fault in oxygen cylinder storage; the ward was overcrowded, reportedly holding roughly four times its intended patient capacity.","The oxygen cylinder explosion at night set off a chain of further tank explosions, and fire spread rapidly to multiple floors through the night. Most victims were ventilator-dependent COVID patients unable to self-evacuate. Staff attempted to shut down the central oxygen system, but explosions had already begun.",Firefighters worked through the night to contain the blaze across multiple floors; functional fire suppression systems were reported absent or inadequate for the ward's occupancy.,"Staff attempted to shut down the hospital's central oxygen supply once the fire started, but this came too late — cylinders were already detonating. No sprinkler/suppression system is documented as having activated.",Chaotic evacuation: patients and staff jumped from windows to escape; relatives outside reported being told loved ones were 'being evacuated' but many did not make it out. Investigation afterward cited overcrowding (roughly 4x ward capacity) as a major factor limiting evacuation speed.,international_reference,structural_fire
139,República Cromañón Nightclub Fire (Argentina),30 December 2004,"Buenos Aires, Argentina","Nightclub / concert venue (legal capacity ~1,000-1,500; ~3,000-4,000 present)","194 killed | 1,400+ injured",Not documented in available sources,"An indoor pyrotechnic flare, lit by an audience member during a rock concert, ignited flammable polyurethane acoustic foam and a plastic netting ('media sombra') on the ceiling.",The plastic ceiling netting caught fire first and melted into falling burning material onto the packed crowd below. The venue was operating years overdue for a fire-safety inspection and was hosting roughly 3-4x its legal capacity. Toxic smoke inhalation caused the vast majority of deaths.,"Fire services responded to extinguish the blaze, but the primary lethality had already occurred within minutes due to smoke and ceiling material combustion before crews could act on occupant survival.","No functioning fire alarm or emergency lighting system was in place. The materials used for interior decoration and soundproofing (foam, plastic netting, stuffing) were highly flammable and not fire-rated — a mitigation failure baked into the venue's construction.","Evacuation catastrophically failed: at least 4 of the venue's 6 exits were found locked or padlocked (reportedly to stop people entering without paying), funneling the panicked crowd toward one narrow open exit. This is considered the single largest contributor to the death toll — a stampede formed against locked/blocked doors.",international_reference,structural_fire
140,Kader Toy Factory Fire (Thailand),10 May 1993,"Sam Phran District, Nakhon Pathom, Thailand",Toy manufacturing factory (multi-building industrial complex),188 killed | 469 injured,Considered the worst industrial factory fire in history at the time,"Small fire discovered around 4:00 p.m. on the first floor of a finished-goods storage area; exact ignition source undetermined, amid heavy fuel load of plastics, fabrics, and stuffing materials throughout the complex.","Workers were initially told the fire was minor and instructed to keep working; the fire alarm in the affected building reportedly did not sound. The fire spread rapidly through combustible plastics and fabric stock. The building's uninsulated steel-girder structure weakened and collapsed under heat, destroying stairwells mid-escape.",Fire services took approximately 2 hours to arrive and bring the fire under control — a critical delay given the fuel load and structural collapse risk.,No functioning fire extinguishers or automatic sprinklers were present in the affected building; the E-shaped structure's design meant fire and heat traveled between wings largely unchecked.,"Ground-floor exit doors were found locked (reportedly a standing policy to prevent theft of stock), trapping workers as stairwells collapsed. In a stark contrast, fire alarms in some other buildings on the same site did sound, allowing those workers to escape before flames spread to their sections — illustrating how a single working alarm and unlocked doors was the difference between escape and death within the same industrial complex.",international_reference,structural_fire
141,2016 Uttarakhand Forest Fires (India),April - May 2016,"Uttarakhand and Himachal Pradesh, India","Wildland / Chir Pine forest, including Jim Corbett National Park and Rajaji Tiger Reserve",9 killed | 17 injured,"4,538 hectares (11,210 acres) of forest burned","Severe heatwave and drought conditions combined with resin-rich Chir Pine leaf litter accumulation on the forest floor; officials detected nearly 1,600 separate fire outbreaks across the region.","Fires spread rapidly across dry Chir Pine forest terrain, fueled by resin-rich pine litter and worsened by unusually high temperatures and low humidity. The fires threatened wildlife habitats in Jim Corbett National Park and Rajaji Tiger Reserve and produced heavy smoke that disrupted tourism.","The National Disaster Response Force (NDRF) and Indian Air Force were deployed in a combined effort, including aerial water-dropping operations, to bring the widespread fires under control by early May.","Firefighting was hampered by fragmented jurisdiction between forest, disaster-management, and local authorities, plus inadequate ground firefighting infrastructure. Fire watchtowers and Master Control Rooms (MCRs) with wireless networks were used for detection and coordination. Eventual rainfall significantly aided suppression. A longer-term mitigation measure later adopted was the 'Pirul Lao-Paise Pao' program, incentivizing villagers to remove flammable pine needle litter from the forest floor before fire season.","No mass human evacuation was required as the fires were in forested/hill terrain away from dense settlements, but forest guards and local villagers fighting the fires directly were among the casualties, highlighting the risk to ground personnel in wildland firefighting without adequate protective support.",domestic_india,wildland_fire
142,Black Summer Bushfires (Australia),September 2019 - March 2020,"New South Wales, Victoria, Queensland, South Australia, Australia","Wildland / bushland, forests, and rural-urban interface communities","33 killed (including 9 firefighters) | 5.5+ million hectares burned | ~3,094 houses destroyed | an estimated 1-3 billion animals killed or displaced","Insurance losses of AUD $2.32+ billion; over 3,000 homes destroyed","Prolonged drought and record-low fuel moisture following several dry years, combined with higher-than-average temperatures and a series of dry lightning storms, created catastrophic fire conditions across southeastern Australia.","Fires burned continuously for months across multiple states, at one point producing 17 simultaneous major fires in NSW alone on a single day. The scale overwhelmed normal firefighting capacity and had a catastrophic impact on native wildlife, with some endangered species feared to have been pushed toward extinction.","The NSW Rural Fire Service (RFS) led the response, supported by Fire and Rescue NSW, the National Parks and Wildlife Service, State Emergency Service, and NSW Police. 5,728 interstate and international firefighting personnel were deployed as reinforcements — one of the largest mutual-aid firefighting mobilizations in Australian history.","Crews defended township perimeters against fire fronts, often hampered by fallen power lines and exploding household gas bottles. Where possible, backburning and containment lines were used to protect population centers; extensive pre-existing bushfire management planning and legal/policy frameworks were credited with preventing an even higher toll, though gaps in resourcing and coordination were identified as key weaknesses.","In the town of Mallacoota (Victoria), an Emergency Warning was issued as the fire cut the town off from the highway; the Australian Defence Force carried out the largest domestic maritime evacuation in Australian history, moving thousands of trapped residents and tourists out by naval ships and aircraft over several days as the fire surrounded the town. This maritime evacuation model — using the sea as an escape route when land routes are cut off by fire — is a key transferable lesson for any coastal or riverside community facing wildfire encirclement.",international_reference,wildland_fire
143,Visakhapatnam (Vizag) Styrene Gas Leak (India),7 May 2020,"R.R. Venkatapuram, Gopalapatnam, Visakhapatnam, Andhra Pradesh",Chemical/polymer manufacturing plant (LG Polymers) — styrene monomer storage tank,"11-13 killed | 1,000+ affected/hospitalized",Loss of livestock and vegetation in surrounding villages; plant operations suspended,"Malfunction in the cooling/refrigeration system of a styrene monomer storage tank (while restarting the plant after a COVID-19 lockdown shutdown) caused the liquid chemical to overheat and vaporize, releasing toxic styrene vapor into the atmosphere at approximately 3:00 a.m.","Unlike a typical fire, this was primarily a toxic vapor release: the gas spread over a radius of roughly 3 km, affecting five villages. Residents were woken by throat/skin irritation and a strong chemical smell; many collapsed in the streets while trying to flee. A small fire was reported and extinguished before the gas leak was contained.","Local NDRF (National Disaster Response Force) teams reached the site within 30 minutes of intimation and worked to neutralize the situation inside the plant. A CBRN (Chemical, Biological, Radiological, Nuclear) specialist NDRF unit and NEERI (National Environmental Engineering Research Institute) experts were flown in from Pune/Nagpur to assess and manage the chemical hazard.","The company and district administration conducted large-scale water sprinkling inside the plant and across affected areas to help disperse and settle the styrene vapor. This is a key mitigation technique specific to vapor-cloud releases, distinct from standard fire suppression.","NDRF conducted door-to-door search operations in the affected villages, evacuating at least 20 people directly to safer locations and hospitals. Two deaths occurred during the chaotic self-evacuation — one person fell into a well while fleeing, another jumped from a second-floor window — underscoring the danger of panicked, uncoordinated evacuation during a toxic gas event versus a structured door-to-door approach.",domestic_india,chemical_toxic_release
144,HPCL Visakhapatnam Refinery LPG Tank Explosion (India),22 September 1997,"Malkapuram, Visakhapatnam, Andhra Pradesh",Petroleum refinery (Hindustan Petroleum Corporation Limited),70 killed,Extensive refinery infrastructure damage; multiple LPG storage tanks destroyed,An unrepaired gas leak in a pipeline from a few months earlier was later identified as the underlying cause; the leaked gas eventually triggered a chain of explosions across six LPG storage tanks.,"The explosions in the LPG tanks were severe enough to send dark clouds over the city, indicating the massive scale of the hydrocarbon fire. This is a textbook 'domino effect' industrial fire, where one initial failure cascades into multiple tank failures.","The fire took two full days to extinguish, requiring dozens of fire engines and heavy firefighting equipment brought in from other refineries across the city — illustrating that large-scale LPG/hydrocarbon tank farm fires require regional mutual-aid resourcing, not just on-site capacity.","The core mitigation failure was upstream: a known gas leak in a pipeline had not been properly repaired months before the incident, allowing gas to accumulate and eventually ignite. This underscores that gas-leak repair and pipeline integrity checks are themselves a critical fire-prevention (mitigation) step, not just a maintenance issue.","Given the tank-farm setting, evacuation and rescue centered on refinery personnel and the surrounding industrial area rather than a large civilian population, though the scale of casualties (70 killed) indicates on-site workers had very limited warning time once the tank-to-tank chain reaction began.",domestic_india,industrial_refinery_fire
145,Jharia Coalfield Underground Mine Fire (India),"Ongoing since 1916 (chronic, still active)","Jharia coalfield, Dhanbad district, Jharkhand","Underground and open-cast coal mining region (~450 sq km, over 20 mines)","Multiple deaths over decades from sinkholes, ground collapse, and toxic fume exposure (exact figures undocumented); ~500,000 people live in the affected area with ongoing respiratory health impacts","Over 37 million tonnes of coal lost to fire; a further ~1.4-2 billion tonnes rendered inaccessible, estimated at over $200 billion in locked resource value","Spontaneous combustion of coal seams, triggered originally by unsupervised/unsystematic mining practices that created surface fissures acting as oxygen inlets and ventilation paths for underground fires. Fires were first detected in 1916 and have spread continuously since.","This is a chronic, slow-burning underground fire (distinct from a rapid-onset structural or wildland fire) burning at up to 700°C a few metres below the surface across 67+ separate burning zones. It causes ground subsidence, sudden sinkholes that have swallowed people, and continuous toxic fume release affecting local residents' health over years.","No fire service can 'extinguish' a fire of this nature quickly. Techniques used include filling sand and non-flammable material over hotspots to smother the fire, digging trenches around active fire zones to isolate them from fresh coal fuel, and injecting inert gas (such as nitrogen) into underground tunnels to deprive the fire of oxygen — nitrogen's cooling property is specifically used to help extinguish coal fires.","Remote sensing (satellite thermal imagery) and GPS mapping are used to identify precisely where underground fires are burning, since they are invisible from the surface. Bulldozers are used to remove burning coal from the fire's path as a containment measure. Despite these efforts, experts consider full extinguishment unlikely as long as unburned coal fuel remains accessible to the fire underground.","Rather than one-time evacuation, this incident type requires ongoing relocation/resettlement planning for residents living above active fire zones and known sinkhole-risk areas — a fundamentally different 'evacuation' model based on long-term land-use planning rather than emergency egress.",domestic_india,mine_fire
146,"MV Wan Hai 503 Container Ship Fire (Kerala Coast, India)",9 June 2025,"Arabian Sea, ~88-144 km off Beypore/Kannur coast, Kerala","Singapore-flagged container cargo ship carrying hazardous cargo, en route Colombo to Mumbai",4 crew members missing (out of 22 onboard) | 18 rescued,40 containers lost overboard into the Arabian Sea; vessel adrift and towed for salvage,An explosion inside one of the ship's cargo containers (exact cause under investigation) triggered a major fire that rapidly engulfed the ship's midsection.,"The fire spread quickly through stacked containers, causing further explosions and forcing crew members to jump overboard to escape the flames. By 12:40 pm the fire had spread enough that the crew made the decision to abandon the vessel entirely.","The Indian Navy dispatched INS Surat and a Dornier surveillance aircraft immediately upon receiving the distress signal; a nearby merchant vessel (MV One Marvel) was diverted by the Indian Coast Guard's Maritime Rescue Coordination Centre to assist. The burning vessel was later towed further out to sea (from 27 to 40 nautical miles offshore) to keep the fire away from the coastline while firefighting continued, using multiple Coast Guard ships as escorts during the tow.","Given the hazardous cargo onboard, a major mitigation priority was preventing the drifting, burning ship from reaching the coastline — towing it further out to sea reduced both fire risk to coastal areas and the risk of a marine pollution/ecological disaster from the hazardous cargo and fuel.","INS Surat rescued 18 of the 22 crew members (multiple nationalities: Chinese, Taiwanese, Myanmarese, Indonesian) by 4:30 pm the same day, who received first aid before being taken to New Mangalore for further medical treatment. Search and rescue operations continued for the remaining 4 missing crew members.",domestic_india,marine_fire
